"Procode","SpellStart","n"
"RJ7",2020-12-11,456
"RJ7",2020-12-12,195
"RJ7",2020-12-13,150
"RJ7",2020-12-14,509
"RJ7",2020-12-15,506
"RJ7",2020-12-16,476
"RJ7",2020-12-17,508
"RJ7",2020-12-18,475
"RJ7",2020-12-19,193
"RJ7",2020-12-20,156
"RJ7",2020-12-21,447
"RJ7",2020-12-22,422
"RJ7",2020-12-23,382
"RJ7",2020-12-24,307
"RJ7",2020-12-25,101
"RJ7",2020-12-26,150
"RJ7",2020-12-27,181
"RJ7",2020-12-28,177
"RJ7",2020-12-29,394
"RJ7",2020-12-30,357
"RJ7",2020-12-31,370
"RJ7",2021-01-01,113
"RJ7",2021-01-02,174
"RJ7",2021-01-03,136
"RJ7",2021-01-04,389
"RJ7",2021-01-05,380
"RJ7",2021-01-06,384
"RJ7",2021-01-07,371
"RJ7",2021-01-08,394
"RJ7",2021-01-09,154
"RJ7",2021-01-10,109
"RJ7",2021-01-11,441
"RJ7",2021-01-12,348
"RJ7",2021-01-13,389
"RJ7",2021-01-14,409
"RJ7",2021-01-15,350
"RJ7",2021-01-16,148
"RJ7",2021-01-17,126
"RJ7",2021-01-18,411
"RJ7",2021-01-19,375
"RJ7",2021-01-20,403
"RJ7",2021-01-21,417
"RJ7",2021-01-22,425
"RJ7",2021-01-23,182
"RJ7",2021-01-24,131
"RJ7",2021-01-25,406
"RJ7",2021-01-26,376
"RJ7",2021-01-27,427
"RJ7",2021-01-28,388
"RJ7",2021-01-29,363
"RJ7",2021-01-30,167
"RJ7",2021-01-31,117
"RJ7",2021-02-01,430
"RJ7",2021-02-02,412
"RJ7",2021-02-03,369
"RJ7",2021-02-04,426
"RJ7",2021-02-05,406
"RJ7",2021-02-06,175
"RJ7",2021-02-07,101
"RJ7",2021-02-08,422
"RJ7",2021-02-09,384
"RJ7",2021-02-10,371
"RJ7",2021-02-11,416
"RJ7",2021-02-12,378
"RJ7",2021-02-13,149
"RJ7",2021-02-14,110
"RJ7",2021-02-15,403
"RJ7",2021-02-16,378
"RJ7",2021-02-17,377
"RJC",2020-06-11,136
"RJC",2020-06-12,163
"RJC",2020-06-13,66
"RJC",2020-06-14,66
"RJC",2020-06-15,164
"RJC",2020-06-16,164
"RJC",2020-06-17,172
"RJC",2020-06-18,152
"RJC",2020-06-19,150
"RJC",2020-06-20,57
"RJC",2020-06-21,49
"RJC",2020-06-22,171
"RJC",2020-06-23,175
"RJC",2020-06-24,179
"RJC",2020-06-25,169
"RJC",2020-06-26,173
"RJC",2020-06-27,79
"RJC",2020-06-28,65
"RJC",2020-06-29,175
"RJC",2020-06-30,146
"RJC",2020-07-01,188
"RJC",2020-07-02,182
"RJC",2020-07-03,168
"RJC",2020-07-04,55
"RJC",2020-07-05,52
"RJC",2020-07-06,172
"RJC",2020-07-07,165
"RJC",2020-07-08,191
"RJC",2020-07-09,184
"RJC",2020-07-10,149
"RJC",2020-07-11,94
"RJC",2020-07-12,77
"RJC",2020-07-13,207
"RJC",2020-07-14,161
"RJC",2020-07-15,195
"RJC",2020-07-16,166
"RJC",2020-07-17,174
"RJC",2020-07-18,90
"RJC",2020-07-19,73
"RJC",2020-07-20,195
"RJC",2020-07-21,180
"RJC",2020-07-22,204
"RJC",2020-07-23,178
"RJC",2020-07-24,179
"RJC",2020-07-25,95
"RJC",2020-07-26,61
"RJC",2020-07-27,205
"RJC",2020-07-28,193
"RJC",2020-07-29,196
"RJC",2020-07-30,164
"RJC",2020-07-31,180
"RJC",2020-08-01,82
"RJC",2020-08-02,52
"RJC",2020-08-03,181
"RJC",2020-08-04,180
"RJC",2020-08-05,184
"RJC",2020-08-06,198
"RJC",2020-08-07,158
"RJC",2020-08-08,82
"RJC",2020-08-09,74
"RJC",2020-08-10,209
"RJC",2020-08-11,213
"RJC",2020-08-12,224
"RJC",2020-08-13,200
"RJC",2020-08-14,196
"RJC",2020-08-15,99
"RJC",2020-08-16,64
"RJC",2020-08-17,219
"RJC",2020-08-18,193
"RJC",2020-08-19,211
"RJC",2020-08-20,196
"RJC",2020-08-21,178
"RJC",2020-08-22,88
"RJC",2020-08-23,78
"RJC",2020-08-24,223
"RJC",2020-08-25,217
"RJC",2020-08-26,204
"RJC",2020-08-27,204
"RJC",2020-08-28,169
"RJC",2020-08-29,92
"RJC",2020-08-30,74
"RJC",2020-08-31,102
"RJC",2020-09-01,186
"RJC",2020-09-02,221
"RJC",2020-09-03,220
"RJC",2020-09-04,178
"RJC",2020-09-05,87
"RJC",2020-09-06,60
"RJC",2020-09-07,243
"RJC",2020-09-08,192
"RJC",2020-09-09,257
"RJC",2020-09-10,200
"RJC",2020-09-11,209
"RJC",2020-09-12,93
"RJC",2020-09-13,80
"RJC",2020-09-14,215
"RJC",2020-09-15,212
"RJC",2020-09-16,238
"RJC",2020-09-17,198
"RJC",2020-09-18,216
"RJC",2020-09-19,97
"RJC",2020-09-20,68
"RJC",2020-09-21,265
"RJC",2020-09-22,219
"RJC",2020-09-23,252
"RJC",2020-09-24,221
"RJC",2020-09-25,211
"RJC",2020-09-26,98
"RJC",2020-09-27,75
"RJC",2020-09-28,233
"RJC",2020-09-29,207
"RJC",2020-09-30,240
"RJC",2020-10-01,237
"RJC",2020-10-02,206
"RJC",2020-10-03,83
"RJC",2020-10-04,85
"RJC",2020-10-05,248
"RJC",2020-10-06,217
"RJC",2020-10-07,219
"RJC",2020-10-08,229
"RJC",2020-10-09,197
"RJC",2020-10-10,95
"RJC",2020-10-11,101
"RJC",2020-10-12,244
"RJC",2020-10-13,217
"RJC",2020-10-14,245
"RJC",2020-10-15,217
"RJC",2020-10-16,194
"RJC",2020-10-17,77
"RJC",2020-10-18,91
"RJC",2020-10-19,236
"RJC",2020-10-20,225
"RJC",2020-10-21,248
"RJC",2020-10-22,235
"RJC",2020-10-23,217
"RJC",2020-10-24,78
"RJC",2020-10-25,64
"RJC",2020-10-26,239
"RJC",2020-10-27,207
"RJC",2020-10-28,222
"RJC",2020-10-29,215
"RJC",2020-10-30,200
"RJC",2020-10-31,94
"RJC",2020-11-01,68
"RJC",2020-11-02,272
"RJC",2020-11-03,197
"RJC",2020-11-04,238
"RJC",2020-11-05,238
"RJC",2020-11-06,211
"RJC",2020-11-07,80
"RJC",2020-11-08,82
"RJC",2020-11-09,263
"RJC",2020-11-10,224
"RJC",2020-11-11,222
"RJC",2020-11-12,227
"RJC",2020-11-13,224
"RJC",2020-11-14,71
"RJC",2020-11-15,65
"RJC",2020-11-16,256
"RJC",2020-11-17,242
"RJC",2020-11-18,218
"RJC",2020-11-19,239
"RJC",2020-11-20,224
"RJC",2020-11-21,94
"RJC",2020-11-22,77
"RJC",2020-11-23,242
"RJC",2020-11-24,244
"RJC",2020-11-25,246
"RJC",2020-11-26,231
"RJC",2020-11-27,208
"RJC",2020-11-28,79
"RJC",2020-11-29,63
"RJC",2020-11-30,278
"RJC",2020-12-01,205
"RJC",2020-12-02,225
"RJC",2020-12-03,242
"RJC",2020-12-04,228
"RJC",2020-12-05,97
"RJC",2020-12-06,79
"RJC",2020-12-07,272
"RJC",2020-12-08,237
"RJC",2020-12-09,235
"RJC",2020-12-10,234
"RJC",2020-12-11,216
"RJC",2020-12-12,71
"RJC",2020-12-13,74
"RJC",2020-12-14,269
"RJC",2020-12-15,244
"RJC",2020-12-16,265
"RJC",2020-12-17,235
"RJC",2020-12-18,216
"RJC",2020-12-19,62
"RJC",2020-12-20,96
"RJC",2020-12-21,240
"RJC",2020-12-22,224
"RJC",2020-12-23,182
"RJC",2020-12-24,161
"RJC",2020-12-25,46
"RJC",2020-12-26,61
"RJC",2020-12-27,86
"RJC",2020-12-28,114
"RJC",2020-12-29,186
"RJC",2020-12-30,170
"RJC",2020-12-31,187
"RJC",2021-01-01,69
"RJC",2021-01-02,61
"RJC",2021-01-03,44
"RJC",2021-01-04,194
"RJC",2021-01-05,205
"RJC",2021-01-06,192
"RJC",2021-01-07,192
"RJC",2021-01-08,179
"RJC",2021-01-09,59
"RJC",2021-01-10,58
"RJC",2021-01-11,220
"RJC",2021-01-12,201
"RJC",2021-01-13,198
"RJC",2021-01-14,203
"RJC",2021-01-15,186
"RJC",2021-01-16,62
"RJC",2021-01-17,57
"RJC",2021-01-18,199
"RJC",2021-01-19,172
"RJC",2021-01-20,170
"RJC",2021-01-21,232
"RJC",2021-01-22,192
"RJC",2021-01-23,63
"RJC",2021-01-24,66
"RJC",2021-01-25,220
"RJC",2021-01-26,188
"RJC",2021-01-27,183
"RJC",2021-01-28,199
"RJC",2021-01-29,195
"RJC",2021-01-30,72
"RJC",2021-01-31,77
"RJC",2021-02-01,208
"RJC",2021-02-02,167
"RJC",2021-02-03,206
"RJC",2021-02-04,202
"RJC",2021-02-05,217
"RJC",2021-02-06,66
"RJC",2021-02-07,60
"RJC",2021-02-08,215
"RJC",2021-02-09,198
"RJC",2021-02-10,199
"RJC",2021-02-11,209
"RJC",2021-02-12,194
"RJC",2021-02-13,56
"RJC",2021-02-14,52
"RJC",2021-02-15,181
"RJC",2021-02-16,202
"RJC",2021-02-17,181
"RJE",2020-06-11,500
"RJE",2020-06-12,558
"RJE",2020-06-13,252
"RJE",2020-06-14,256
"RJE",2020-06-15,544
"RJE",2020-06-16,525
"RJE",2020-06-17,550
"RJE",2020-06-18,559
"RJE",2020-06-19,514
"RJE",2020-06-20,255
"RJE",2020-06-21,222
"RJE",2020-06-22,547
"RJE",2020-06-23,586
"RJE",2020-06-24,534
"RJE",2020-06-25,521
"RJE",2020-06-26,567
"RJE",2020-06-27,270
"RJE",2020-06-28,253
"RJE",2020-06-29,596
"RJE",2020-06-30,553
"RJE",2020-07-01,595
"RJE",2020-07-02,590
"RJE",2020-07-03,548
"RJE",2020-07-04,249
"RJE",2020-07-05,234
"RJE",2020-07-06,599
"RJE",2020-07-07,581
"RJE",2020-07-08,567
"RJE",2020-07-09,566
"RJE",2020-07-10,607
"RJE",2020-07-11,240
"RJE",2020-07-12,262
"RJE",2020-07-13,633
"RJE",2020-07-14,627
"RJE",2020-07-15,608
"RJE",2020-07-16,601
"RJE",2020-07-17,613
"RJE",2020-07-18,289
"RJE",2020-07-19,274
"RJE",2020-07-20,594
"RJE",2020-07-21,609
"RJE",2020-07-22,606
"RJE",2020-07-23,629
"RJE",2020-07-24,636
"RJE",2020-07-25,285
"RJE",2020-07-26,270
"RJE",2020-07-27,643
"RJE",2020-07-28,610
"RJE",2020-07-29,624
"RJE",2020-07-30,584
"RJE",2020-07-31,535
"RJE",2020-08-01,324
"RJE",2020-08-02,277
"RJE",2020-08-03,645
"RJE",2020-08-04,610
"RJE",2020-08-05,601
"RJE",2020-08-06,600
"RJE",2020-08-07,622
"RJE",2020-08-08,278
"RJE",2020-08-09,280
"RJE",2020-08-10,667
"RJE",2020-08-11,617
"RJE",2020-08-12,628
"RJE",2020-08-13,584
"RJE",2020-08-14,645
"RJE",2020-08-15,261
"RJE",2020-08-16,231
"RJE",2020-08-17,675
"RJE",2020-08-18,593
"RJE",2020-08-19,649
"RJE",2020-08-20,634
"RJE",2020-08-21,659
"RJE",2020-08-22,273
"RJE",2020-08-23,247
"RJE",2020-08-24,653
"RJE",2020-08-25,654
"RJE",2020-08-26,642
"RJE",2020-08-27,646
"RJE",2020-08-28,636
"RJE",2020-08-29,276
"RJE",2020-08-30,231
"RJE",2020-08-31,251
"RJE",2020-09-01,628
"RJE",2020-09-02,630
"RJE",2020-09-03,646
"RJE",2020-09-04,609
"RJE",2020-09-05,282
"RJE",2020-09-06,233
"RJE",2020-09-07,648
"RJE",2020-09-08,650
"RJE",2020-09-09,687
"RJE",2020-09-10,641
"RJE",2020-09-11,677
"RJE",2020-09-12,271
"RJE",2020-09-13,256
"RJE",2020-09-14,656
"RJE",2020-09-15,619
"RJE",2020-09-16,656
"RJE",2020-09-17,652
"RJE",2020-09-18,651
"RJE",2020-09-19,305
"RJE",2020-09-20,232
"RJE",2020-09-21,695
"RJE",2020-09-22,687
"RJE",2020-09-23,689
"RJE",2020-09-24,701
"RJE",2020-09-25,639
"RJE",2020-09-26,299
"RJE",2020-09-27,258
"RJE",2020-09-28,624
"RJE",2020-09-29,655
"RJE",2020-09-30,710
"RJE",2020-10-01,628
"RJE",2020-10-02,689
"RJE",2020-10-03,261
"RJE",2020-10-04,241
"RJE",2020-10-05,678
"RJE",2020-10-06,670
"RJE",2020-10-07,705
"RJE",2020-10-08,676
"RJE",2020-10-09,671
"RJE",2020-10-10,267
"RJE",2020-10-11,258
"RJE",2020-10-12,683
"RJE",2020-10-13,673
"RJE",2020-10-14,706
"RJE",2020-10-15,709
"RJE",2020-10-16,704
"RJE",2020-10-17,318
"RJE",2020-10-18,264
"RJE",2020-10-19,740
"RJE",2020-10-20,676
"RJE",2020-10-21,722
"RJE",2020-10-22,658
"RJE",2020-10-23,684
"RJE",2020-10-24,301
"RJE",2020-10-25,246
"RJE",2020-10-26,656
"RJE",2020-10-27,624
"RJE",2020-10-28,663
"RJE",2020-10-29,649
"RJE",2020-10-30,646
"RJE",2020-10-31,256
"RJE",2020-11-01,278
"RJE",2020-11-02,663
"RJE",2020-11-03,645
"RJE",2020-11-04,605
"RJE",2020-11-05,640
"RJE",2020-11-06,639
"RJE",2020-11-07,312
"RJE",2020-11-08,256
"RJE",2020-11-09,696
"RJE",2020-11-10,601
"RJE",2020-11-11,661
"RJE",2020-11-12,618
"RJE",2020-11-13,637
"RJE",2020-11-14,290
"RJE",2020-11-15,249
"RJE",2020-11-16,614
"RJE",2020-11-17,611
"RJE",2020-11-18,636
"RJE",2020-11-19,634
"RJE",2020-11-20,543
"RJE",2020-11-21,287
"RJE",2020-11-22,242
"RJE",2020-11-23,576
"RJE",2020-11-24,560
"RJE",2020-11-25,635
"RJE",2020-11-26,594
"RJE",2020-11-27,598
"RJE",2020-11-28,272
"RJE",2020-11-29,206
"RJE",2020-11-30,614
"RJE",2020-12-01,608
"RJE",2020-12-02,628
"RJE",2020-12-03,591
"RJE",2020-12-04,611
"RJE",2020-12-05,272
"RJE",2020-12-06,301
"RJE",2020-12-07,642
"RJE",2020-12-08,584
"RJE",2020-12-09,624
"RJE",2020-12-10,632
"RJE",2020-12-11,620
"RJE",2020-12-12,326
"RJE",2020-12-13,239
"RJE",2020-12-14,592
"RJE",2020-12-15,610
"RJE",2020-12-16,616
"RJE",2020-12-17,574
"RJE",2020-12-18,579
"RJE",2020-12-19,317
"RJE",2020-12-20,260
"RJE",2020-12-21,612
"RJE",2020-12-22,568
"RJE",2020-12-23,580
"RJE",2020-12-24,466
"RJE",2020-12-25,163
"RJE",2020-12-26,222
"RJE",2020-12-27,233
"RJE",2020-12-28,347
"RJE",2020-12-29,548
"RJE",2020-12-30,600
"RJE",2020-12-31,579
"RJE",2021-01-01,246
"RJE",2021-01-02,297
"RJE",2021-01-03,245
"RJE",2021-01-04,612
"RJE",2021-01-05,593
"RJE",2021-01-06,623
"RJE",2021-01-07,588
"RJE",2021-01-08,557
"RJE",2021-01-09,287
"RJE",2021-01-10,250
"RJE",2021-01-11,596
"RJE",2021-01-12,567
"RJE",2021-01-13,598
"RJE",2021-01-14,592
"RJE",2021-01-15,497
"RJE",2021-01-16,275
"RJE",2021-01-17,267
"RJE",2021-01-18,594
"RJE",2021-01-19,586
"RJE",2021-01-20,635
"RJE",2021-01-21,623
"RJE",2021-01-22,566
"RJE",2021-01-23,281
"RJE",2021-01-24,270
"RJE",2021-01-25,590
"RJE",2021-01-26,573
"RJE",2021-01-27,564
"RJE",2021-01-28,600
"RJE",2021-01-29,580
"RJE",2021-01-30,273
"RJE",2021-01-31,246
"RJE",2021-02-01,628
"RJE",2021-02-02,606
"RJE",2021-02-03,621
"RJE",2021-02-04,605
"RJE",2021-02-05,616
"RJE",2021-02-06,306
"RJE",2021-02-07,240
"RJE",2021-02-08,663
"RJE",2021-02-09,546
"RJE",2021-02-10,577
"RJE",2021-02-11,580
"RJE",2021-02-12,557
"RJE",2021-02-13,315
"RJE",2021-02-14,234
"RJE",2021-02-15,655
"RJE",2021-02-16,606
"RJE",2021-02-17,648
"RJL",2020-06-11,283
"RJL",2020-06-12,254
"RJL",2020-06-13,125
"RJL",2020-06-14,93
"RJL",2020-06-15,255
"RJL",2020-06-16,232
"RJL",2020-06-17,254
"RJL",2020-06-18,265
"RJL",2020-06-19,252
"RJL",2020-06-20,128
"RJL",2020-06-21,143
"RJL",2020-06-22,273
"RJL",2020-06-23,228
"RJL",2020-06-24,267
"RJL",2020-06-25,280
"RJL",2020-06-26,272
"RJL",2020-06-27,150
"RJL",2020-06-28,135
"RJL",2020-06-29,229
"RJL",2020-06-30,291
"RJL",2020-07-01,258
"RJL",2020-07-02,278
"RJL",2020-07-03,272
"RJL",2020-07-04,136
"RJL",2020-07-05,120
"RJL",2020-07-06,230
"RJL",2020-07-07,297
"RJL",2020-07-08,291
"RJL",2020-07-09,311
"RJL",2020-07-10,285
"RJL",2020-07-11,146
"RJL",2020-07-12,116
"RJL",2020-07-13,284
"RJL",2020-07-14,284
"RJL",2020-07-15,259
"RJL",2020-07-16,353
"RJL",2020-07-17,271
"RJL",2020-07-18,145
"RJL",2020-07-19,134
"RJL",2020-07-20,258
"RJL",2020-07-21,281
"RJL",2020-07-22,276
"RJL",2020-07-23,262
"RJL",2020-07-24,271
"RJL",2020-07-25,167
"RJL",2020-07-26,141
"RJL",2020-07-27,261
"RJL",2020-07-28,280
"RJL",2020-07-29,274
"RJL",2020-07-30,312
"RJL",2020-07-31,261
"RJL",2020-08-01,146
"RJL",2020-08-02,137
"RJL",2020-08-03,236
"RJL",2020-08-04,277
"RJL",2020-08-05,259
"RJL",2020-08-06,301
"RJL",2020-08-07,254
"RJL",2020-08-08,156
"RJL",2020-08-09,129
"RJL",2020-08-10,261
"RJL",2020-08-11,276
"RJL",2020-08-12,291
"RJL",2020-08-13,303
"RJL",2020-08-14,267
"RJL",2020-08-15,164
"RJL",2020-08-16,154
"RJL",2020-08-17,260
"RJL",2020-08-18,294
"RJL",2020-08-19,311
"RJL",2020-08-20,294
"RJL",2020-08-21,273
"RJL",2020-08-22,159
"RJL",2020-08-23,165
"RJL",2020-08-24,262
"RJL",2020-08-25,290
"RJL",2020-08-26,288
"RJL",2020-08-27,273
"RJL",2020-08-28,267
"RJL",2020-08-29,150
"RJL",2020-08-30,145
"RJL",2020-08-31,145
"RJL",2020-09-01,312
"RJL",2020-09-02,323
"RJL",2020-09-03,318
"RJL",2020-09-04,277
"RJL",2020-09-05,167
"RJL",2020-09-06,143
"RJL",2020-09-07,279
"RJL",2020-09-08,297
"RJL",2020-09-09,319
"RJL",2020-09-10,291
"RJL",2020-09-11,274
"RJL",2020-09-12,169
"RJL",2020-09-13,182
"RJL",2020-09-14,292
"RJL",2020-09-15,309
"RJL",2020-09-16,318
"RJL",2020-09-17,303
"RJL",2020-09-18,300
"RJL",2020-09-19,186
"RJL",2020-09-20,157
"RJL",2020-09-21,302
"RJL",2020-09-22,315
"RJL",2020-09-23,334
"RJL",2020-09-24,318
"RJL",2020-09-25,286
"RJL",2020-09-26,185
"RJL",2020-09-27,174
"RJL",2020-09-28,281
"RJL",2020-09-29,331
"RJL",2020-09-30,324
"RJL",2020-10-01,360
"RJL",2020-10-02,296
"RJL",2020-10-03,148
"RJL",2020-10-04,170
"RJL",2020-10-05,306
"RJL",2020-10-06,333
"RJL",2020-10-07,315
"RJL",2020-10-08,349
"RJL",2020-10-09,307
"RJL",2020-10-10,181
"RJL",2020-10-11,146
"RJL",2020-10-12,311
"RJL",2020-10-13,329
"RJL",2020-10-14,310
"RJL",2020-10-15,350
"RJL",2020-10-16,324
"RJL",2020-10-17,183
"RJL",2020-10-18,142
"RJL",2020-10-19,287
"RJL",2020-10-20,328
"RJL",2020-10-21,332
"RJL",2020-10-22,343
"RJL",2020-10-23,288
"RJL",2020-10-24,182
"RJL",2020-10-25,170
"RJL",2020-10-26,251
"RJL",2020-10-27,297
"RJL",2020-10-28,354
"RJL",2020-10-29,351
"RJL",2020-10-30,300
"RJL",2020-10-31,155
"RJL",2020-11-01,144
"RJL",2020-11-02,268
"RJL",2020-11-03,299
"RJL",2020-11-04,291
"RJL",2020-11-05,304
"RJL",2020-11-06,304
"RJL",2020-11-07,155
"RJL",2020-11-08,132
"RJL",2020-11-09,270
"RJL",2020-11-10,310
"RJL",2020-11-11,258
"RJL",2020-11-12,278
"RJL",2020-11-13,255
"RJL",2020-11-14,137
"RJL",2020-11-15,125
"RJL",2020-11-16,241
"RJL",2020-11-17,274
"RJL",2020-11-18,286
"RJL",2020-11-19,313
"RJL",2020-11-20,297
"RJL",2020-11-21,141
"RJL",2020-11-22,146
"RJL",2020-11-23,253
"RJL",2020-11-24,284
"RJL",2020-11-25,309
"RJL",2020-11-26,295
"RJL",2020-11-27,253
"RJL",2020-11-28,139
"RJL",2020-11-29,108
"RJL",2020-11-30,288
"RJL",2020-12-01,311
"RJL",2020-12-02,286
"RJL",2020-12-03,321
"RJL",2020-12-04,258
"RJL",2020-12-05,136
"RJL",2020-12-06,141
"RJL",2020-12-07,250
"RJL",2020-12-08,310
"RJL",2020-12-09,322
"RJL",2020-12-10,329
"RJL",2020-12-11,276
"RJL",2020-12-12,153
"RJL",2020-12-13,144
"RJL",2020-12-14,273
"RJL",2020-12-15,355
"RJL",2020-12-16,325
"RJL",2020-12-17,362
"RJL",2020-12-18,296
"RJL",2020-12-19,153
"RJL",2020-12-20,104
"RJL",2020-12-21,271
"RJL",2020-12-22,305
"RJL",2020-12-23,286
"RJL",2020-12-24,217
"RJL",2020-12-25,76
"RJL",2020-12-26,125
"RJL",2020-12-27,92
"RJL",2020-12-28,142
"RJL",2020-12-29,291
"RJL",2020-12-30,308
"RJL",2020-12-31,300
"RJL",2021-01-01,111
"RJL",2021-01-02,133
"RJL",2021-01-03,125
"RJL",2021-01-04,278
"RJL",2021-01-05,266
"RJL",2021-01-06,291
"RJL",2021-01-07,313
"RJL",2021-01-08,296
"RJL",2021-01-09,179
"RJL",2021-01-10,133
"RJL",2021-01-11,286
"RJL",2021-01-12,301
"RJL",2021-01-13,273
"RJL",2021-01-14,307
"RJL",2021-01-15,271
"RJL",2021-01-16,164
"RJL",2021-01-17,143
"RJL",2021-01-18,284
"RJL",2021-01-19,291
"RJL",2021-01-20,328
"RJL",2021-01-21,341
"RJL",2021-01-22,315
"RJL",2021-01-23,186
"RJL",2021-01-24,172
"RJL",2021-01-25,303
"RJL",2021-01-26,316
"RJL",2021-01-27,324
"RJL",2021-01-28,335
"RJL",2021-01-29,277
"RJL",2021-01-30,184
"RJL",2021-01-31,161
"RJL",2021-02-01,281
"RJL",2021-02-02,335
"RJL",2021-02-03,339
"RJL",2021-02-04,343
"RJL",2021-02-05,296
"RJL",2021-02-06,201
"RJL",2021-02-07,189
"RJL",2021-02-08,287
"RJL",2021-02-09,338
"RJL",2021-02-10,292
"RJL",2021-02-11,341
"RJL",2021-02-12,333
"RJL",2021-02-13,210
"RJL",2021-02-14,160
"RJL",2021-02-15,296
"RJL",2021-02-16,353
"RJL",2021-02-17,322
"RJN",2020-06-29,1
"RJN",2020-07-10,1
"RJN",2020-07-14,1
"RJN",2020-07-15,1
"RJN",2020-07-17,1
"RJN",2020-07-19,1
"RJN",2020-07-26,1
"RJN",2020-07-27,2
"RJN",2020-07-30,3
"RJN",2020-08-02,1
"RJN",2020-08-03,2
"RJN",2020-08-05,2
"RJN",2020-08-07,3
"RJN",2020-08-08,1
"RJN",2020-08-09,1
"RJN",2020-08-10,1
"RJN",2020-08-11,4
"RJN",2020-08-12,1
"RJN",2020-08-13,5
"RJN",2020-08-14,2
"RJN",2020-08-15,3
"RJN",2020-08-16,5
"RJN",2020-08-17,5
"RJN",2020-08-18,7
"RJN",2020-08-19,4
"RJN",2020-08-20,3
"RJN",2020-08-21,6
"RJN",2020-08-22,9
"RJN",2020-08-23,8
"RJN",2020-08-24,14
"RJN",2020-08-25,11
"RJN",2020-08-26,13
"RJN",2020-08-27,16
"RJN",2020-08-28,16
"RJN",2020-08-29,18
"RJN",2020-08-30,17
"RJN",2020-08-31,29
"RJN",2020-09-01,85
"RJN",2020-09-02,83
"RJN",2020-09-03,87
"RJN",2020-09-04,83
"RJN",2020-09-05,29
"RJN",2020-09-06,32
"RJN",2020-09-07,65
"RJN",2020-09-08,86
"RJN",2020-09-09,104
"RJN",2020-09-10,106
"RJN",2020-09-11,76
"RJN",2020-09-12,47
"RJN",2020-09-13,28
"RJN",2020-09-14,56
"RJN",2020-09-15,87
"RJN",2020-09-16,86
"RJN",2020-09-17,79
"RJN",2020-09-18,65
"RJN",2020-09-19,40
"RJN",2020-09-20,27
"RJN",2020-09-21,77
"RJN",2020-09-22,84
"RJN",2020-09-23,100
"RJN",2020-09-24,114
"RJN",2020-09-25,65
"RJN",2020-09-26,33
"RJN",2020-09-27,32
"RJN",2020-09-28,72
"RJN",2020-09-29,83
"RJN",2020-09-30,78
"RJN",2020-10-01,105
"RJN",2020-10-02,90
"RJN",2020-10-03,30
"RJN",2020-10-04,33
"RJN",2020-10-05,80
"RJN",2020-10-06,86
"RJN",2020-10-07,72
"RJN",2020-10-08,96
"RJN",2020-10-09,93
"RJN",2020-10-10,37
"RJN",2020-10-11,24
"RJN",2020-10-12,75
"RJN",2020-10-13,93
"RJN",2020-10-14,100
"RJN",2020-10-15,107
"RJN",2020-10-16,57
"RJN",2020-10-17,28
"RJN",2020-10-18,28
"RJN",2020-10-19,79
"RJN",2020-10-20,74
"RJN",2020-10-21,68
"RJN",2020-10-22,91
"RJN",2020-10-23,80
"RJN",2020-10-24,28
"RJN",2020-10-25,32
"RJN",2020-10-26,74
"RJN",2020-10-27,64
"RJN",2020-10-28,72
"RJN",2020-10-29,90
"RJN",2020-10-30,68
"RJN",2020-10-31,36
"RJN",2020-11-01,25
"RJN",2020-11-02,65
"RJN",2020-11-03,83
"RJN",2020-11-04,80
"RJN",2020-11-05,85
"RJN",2020-11-06,90
"RJN",2020-11-07,35
"RJN",2020-11-08,22
"RJN",2020-11-09,66
"RJN",2020-11-10,79
"RJN",2020-11-11,86
"RJN",2020-11-12,80
"RJN",2020-11-13,61
"RJN",2020-11-14,30
"RJN",2020-11-15,33
"RJN",2020-11-16,70
"RJN",2020-11-17,71
"RJN",2020-11-18,74
"RJN",2020-11-19,91
"RJN",2020-11-20,70
"RJN",2020-11-21,32
"RJN",2020-11-22,33
"RJN",2020-11-23,80
"RJN",2020-11-24,73
"RJN",2020-11-25,75
"RJN",2020-11-26,94
"RJN",2020-11-27,77
"RJN",2020-11-28,29
"RJN",2020-11-29,32
"RJN",2020-11-30,94
"RJN",2020-12-01,81
"RJN",2020-12-02,75
"RJN",2020-12-03,92
"RJN",2020-12-04,77
"RJN",2020-12-05,38
"RJN",2020-12-06,32
"RJN",2020-12-07,66
"RJN",2020-12-08,75
"RJN",2020-12-09,78
"RJN",2020-12-10,81
"RJN",2020-12-11,70
"RJN",2020-12-12,30
"RJN",2020-12-13,28
"RJN",2020-12-14,60
"RJN",2020-12-15,80
"RJN",2020-12-16,65
"RJN",2020-12-17,87
"RJN",2020-12-18,64
"RJN",2020-12-19,37
"RJN",2020-12-20,30
"RJN",2020-12-21,65
"RJN",2020-12-22,66
"RJN",2020-12-23,62
"RJN",2020-12-24,60
"RJN",2020-12-25,35
"RJN",2020-12-26,33
"RJN",2020-12-27,35
"RJN",2020-12-28,42
"RJN",2020-12-29,49
"RJN",2020-12-30,64
"RJN",2020-12-31,74
"RJN",2021-01-01,37
"RJN",2021-01-02,20
"RJN",2021-01-03,25
"RJN",2021-01-04,60
"RJN",2021-01-05,64
"RJN",2021-01-06,53
"RJN",2021-01-07,55
"RJN",2021-01-08,44
"RJN",2021-01-09,49
"RJN",2021-01-10,44
