"Procode","SpellStart","n"
"RJ1",2020-06-21,116
"RJ1",2020-06-22,842
"RJ1",2020-06-23,831
"RJ1",2020-06-24,817
"RJ1",2020-06-25,832
"RJ1",2020-06-26,822
"RJ1",2020-06-27,466
"RJ1",2020-06-28,132
"RJ1",2020-06-29,876
"RJ1",2020-06-30,817
"RJ1",2020-07-01,876
"RJ1",2020-07-02,900
"RJ1",2020-07-03,816
"RJ1",2020-07-04,461
"RJ1",2020-07-05,121
"RJ1",2020-07-06,912
"RJ1",2020-07-07,863
"RJ1",2020-07-08,872
"RJ1",2020-07-09,876
"RJ1",2020-07-10,879
"RJ1",2020-07-11,515
"RJ1",2020-07-12,147
"RJ1",2020-07-13,872
"RJ1",2020-07-14,902
"RJ1",2020-07-15,846
"RJ1",2020-07-16,884
"RJ1",2020-07-17,867
"RJ1",2020-07-18,481
"RJ1",2020-07-19,162
"RJ1",2020-07-20,924
"RJ1",2020-07-21,882
"RJ1",2020-07-22,872
"RJ1",2020-07-23,878
"RJ1",2020-07-24,887
"RJ1",2020-07-25,500
"RJ1",2020-07-26,142
"RJ1",2020-07-27,914
"RJ1",2020-07-28,895
"RJ1",2020-07-29,927
"RJ1",2020-07-30,913
"RJ1",2020-07-31,826
"RJ1",2020-08-01,478
"RJ1",2020-08-02,153
"RJ1",2020-08-03,949
"RJ1",2020-08-04,861
"RJ1",2020-08-05,939
"RJ1",2020-08-06,901
"RJ1",2020-08-07,912
"RJ1",2020-08-08,485
"RJ1",2020-08-09,144
"RJ1",2020-08-10,954
"RJ1",2020-08-11,938
"RJ1",2020-08-12,967
"RJ1",2020-08-13,910
"RJ1",2020-08-14,886
"RJ1",2020-08-15,528
"RJ1",2020-08-16,186
"RJ1",2020-08-17,968
"RJ1",2020-08-18,899
"RJ1",2020-08-19,948
"RJ1",2020-08-20,915
"RJ1",2020-08-21,924
"RJ1",2020-08-22,531
"RJ1",2020-08-23,147
"RJ1",2020-08-24,979
"RJ1",2020-08-25,871
"RJ1",2020-08-26,988
"RJ1",2020-08-27,894
"RJ1",2020-08-28,935
"RJ1",2020-08-29,527
"RJ1",2020-08-30,169
"RJ1",2020-08-31,584
"RJ1",2020-09-01,955
"RJ1",2020-09-02,974
"RJ1",2020-09-03,966
"RJ1",2020-09-04,970
"RJ1",2020-09-05,551
"RJ1",2020-09-06,208
"RJ1",2020-09-07,1051
"RJ1",2020-09-08,955
"RJ1",2020-09-09,1018
"RJ1",2020-09-10,1002
"RJ1",2020-09-11,976
"RJ1",2020-09-12,518
"RJ1",2020-09-13,195
"RJ1",2020-09-14,1036
"RJ1",2020-09-15,985
"RJ1",2020-09-16,1042
"RJ1",2020-09-17,979
"RJ1",2020-09-18,1006
"RJ1",2020-09-19,579
"RJ1",2020-09-20,225
"RJ1",2020-09-21,987
"RJ1",2020-09-22,978
"RJ1",2020-09-23,1020
"RJ1",2020-09-24,879
"RJ1",2020-09-25,979
"RJ1",2020-09-26,589
"RJ1",2020-09-27,204
"RJ1",2020-09-28,1027
"RJ1",2020-09-29,998
"RJ1",2020-09-30,1039
"RJ1",2020-10-01,966
"RJ1",2020-10-02,1013
"RJ1",2020-10-03,565
"RJ1",2020-10-04,236
"RJ1",2020-10-05,1037
"RJ1",2020-10-06,1010
"RJ1",2020-10-07,1113
"RJ1",2020-10-08,992
"RJ1",2020-10-09,1002
"RJ1",2020-10-10,533
"RJ1",2020-10-11,201
"RJ1",2020-10-12,1034
"RJ1",2020-10-13,982
"RJ1",2020-10-14,1011
"RJ1",2020-10-15,996
"RJ1",2020-10-16,978
"RJ1",2020-10-17,561
"RJ1",2020-10-18,235
"RJ1",2020-10-19,1007
"RJ1",2020-10-20,1016
"RJ1",2020-10-21,1063
"RJ1",2020-10-22,992
"RJ1",2020-10-23,1019
"RJ1",2020-10-24,579
"RJ1",2020-10-25,221
"RJ1",2020-10-26,1062
"RJ1",2020-10-27,997
"RJ1",2020-10-28,1039
"RJ1",2020-10-29,955
"RJ1",2020-10-30,974
"RJ1",2020-10-31,541
"RJ1",2020-11-01,220
"RJ1",2020-11-02,1071
"RJ1",2020-11-03,1011
"RJ1",2020-11-04,1020
"RJ1",2020-11-05,1024
"RJ1",2020-11-06,1001
"RJ1",2020-11-07,593
"RJ1",2020-11-08,158
"RJ1",2020-11-09,1053
"RJ1",2020-11-10,943
"RJ1",2020-11-11,1046
"RJ1",2020-11-12,1005
"RJ1",2020-11-13,1002
"RJ1",2020-11-14,610
"RJ1",2020-11-15,218
"RJ1",2020-11-16,1080
"RJ1",2020-11-17,1028
"RJ1",2020-11-18,1076
"RJ1",2020-11-19,995
"RJ1",2020-11-20,1012
"RJ1",2020-11-21,546
"RJ1",2020-11-22,212
"RJ1",2020-11-23,1120
"RJ1",2020-11-24,1028
"RJ1",2020-11-25,1074
"RJ1",2020-11-26,1042
"RJ1",2020-11-27,1042
"RJ1",2020-11-28,558
"RJ1",2020-11-29,197
"RJ1",2020-11-30,1123
"RJ1",2020-12-01,1016
"RJ1",2020-12-02,1092
"RJ1",2020-12-03,1056
"RJ1",2020-12-04,1030
"RJ1",2020-12-05,598
"RJ1",2020-12-06,199
"RJ1",2020-12-07,1077
"RJ1",2020-12-08,1062
"RJ1",2020-12-09,1072
"RJ1",2020-12-10,1014
"RJ1",2020-12-11,989
"RJ1",2020-12-12,583
"RJ1",2020-12-13,221
"RJ1",2020-12-14,1084
"RJ1",2020-12-15,975
"RJ1",2020-12-16,1072
"RJ1",2020-12-17,999
"RJ1",2020-12-18,993
"RJ1",2020-12-19,519
"RJ1",2020-12-20,195
"RJ1",2020-12-21,951
"RJ1",2020-12-22,910
"RJ1",2020-12-23,914
"RJ1",2020-12-24,781
"RJ1",2020-12-25,122
"RJ1",2020-12-26,482
"RJ1",2020-12-27,429
"RJ1",2020-12-28,592
"RJ1",2020-12-29,892
"RJ1",2020-12-30,929
"RJ1",2020-12-31,788
"RJ1",2021-01-01,224
"RJ1",2021-01-02,501
"RJ1",2021-01-03,425
"RJ1",2021-01-04,922
"RJ1",2021-01-05,872
"RJ1",2021-01-06,965
"RJ1",2021-01-07,846
"RJ1",2021-01-08,854
"RJ1",2021-01-09,506
"RJ1",2021-01-10,158
"RJ1",2021-01-11,811
"RJ1",2021-01-12,828
"RJ1",2021-01-13,808
"RJ1",2021-01-14,800
"RJ1",2021-01-15,795
"RJ1",2021-01-16,502
"RJ1",2021-01-17,179
"RJ1",2021-01-18,789
"RJ1",2021-01-19,819
"RJ1",2021-01-20,834
"RJ1",2021-01-21,808
"RJ1",2021-01-22,791
"RJ1",2021-01-23,502
"RJ1",2021-01-24,155
"RJ1",2021-01-25,846
"RJ1",2021-01-26,838
"RJ1",2021-01-27,813
"RJ1",2021-01-28,819
"RJ1",2021-01-29,799
"RJ1",2021-01-30,499
"RJ1",2021-01-31,161
"RJ1",2021-02-01,894
"RJ1",2021-02-02,871
"RJ1",2021-02-03,845
"RJ1",2021-02-04,817
"RJ1",2021-02-05,803
"RJ1",2021-02-06,509
"RJ1",2021-02-07,181
"RJ1",2021-02-08,859
"RJ1",2021-02-09,806
"RJ1",2021-02-10,842
"RJ1",2021-02-11,805
"RJ1",2021-02-12,844
"RJ1",2021-02-13,496
"RJ1",2021-02-14,191
"RJ1",2021-02-15,970
"RJ1",2021-02-16,887
"RJ1",2021-02-17,877
"RJ2",2020-06-11,339
"RJ2",2020-06-12,317
"RJ2",2020-06-13,180
"RJ2",2020-06-14,206
"RJ2",2020-06-15,302
"RJ2",2020-06-16,309
"RJ2",2020-06-17,309
"RJ2",2020-06-18,328
"RJ2",2020-06-19,330
"RJ2",2020-06-20,218
"RJ2",2020-06-21,199
"RJ2",2020-06-22,325
"RJ2",2020-06-23,322
"RJ2",2020-06-24,342
"RJ2",2020-06-25,340
"RJ2",2020-06-26,333
"RJ2",2020-06-27,224
"RJ2",2020-06-28,185
"RJ2",2020-06-29,303
"RJ2",2020-06-30,325
"RJ2",2020-07-01,376
"RJ2",2020-07-02,332
"RJ2",2020-07-03,298
"RJ2",2020-07-04,184
"RJ2",2020-07-05,200
"RJ2",2020-07-06,328
"RJ2",2020-07-07,330
"RJ2",2020-07-08,343
"RJ2",2020-07-09,329
"RJ2",2020-07-10,289
"RJ2",2020-07-11,191
"RJ2",2020-07-12,190
"RJ2",2020-07-13,329
"RJ2",2020-07-14,353
"RJ2",2020-07-15,363
"RJ2",2020-07-16,332
"RJ2",2020-07-17,334
"RJ2",2020-07-18,207
"RJ2",2020-07-19,207
"RJ2",2020-07-20,322
"RJ2",2020-07-21,328
"RJ2",2020-07-22,351
"RJ2",2020-07-23,332
"RJ2",2020-07-24,365
"RJ2",2020-07-25,225
"RJ2",2020-07-26,192
"RJ2",2020-07-27,305
"RJ2",2020-07-28,312
"RJ2",2020-07-29,323
"RJ2",2020-07-30,310
"RJ2",2020-07-31,322
"RJ2",2020-08-01,200
"RJ2",2020-08-02,201
"RJ2",2020-08-03,351
"RJ2",2020-08-04,364
"RJ2",2020-08-05,319
"RJ2",2020-08-06,352
"RJ2",2020-08-07,342
"RJ2",2020-08-08,239
"RJ2",2020-08-09,211
"RJ2",2020-08-10,372
"RJ2",2020-08-11,340
"RJ2",2020-08-12,393
"RJ2",2020-08-13,385
"RJ2",2020-08-14,359
"RJ2",2020-08-15,269
"RJ2",2020-08-16,234
"RJ2",2020-08-17,347
"RJ2",2020-08-18,343
"RJ2",2020-08-19,391
"RJ2",2020-08-20,360
"RJ2",2020-08-21,380
"RJ2",2020-08-22,265
"RJ2",2020-08-23,215
"RJ2",2020-08-24,374
"RJ2",2020-08-25,366
"RJ2",2020-08-26,382
"RJ2",2020-08-27,368
"RJ2",2020-08-28,363
"RJ2",2020-08-29,232
"RJ2",2020-08-30,240
"RJ2",2020-08-31,231
"RJ2",2020-09-01,379
"RJ2",2020-09-02,382
"RJ2",2020-09-03,395
"RJ2",2020-09-04,374
"RJ2",2020-09-05,290
"RJ2",2020-09-06,218
"RJ2",2020-09-07,414
"RJ2",2020-09-08,399
"RJ2",2020-09-09,399
"RJ2",2020-09-10,400
"RJ2",2020-09-11,423
"RJ2",2020-09-12,258
"RJ2",2020-09-13,241
"RJ2",2020-09-14,389
"RJ2",2020-09-15,427
"RJ2",2020-09-16,429
"RJ2",2020-09-17,382
"RJ2",2020-09-18,381
"RJ2",2020-09-19,268
"RJ2",2020-09-20,256
"RJ2",2020-09-21,396
"RJ2",2020-09-22,383
"RJ2",2020-09-23,420
"RJ2",2020-09-24,375
"RJ2",2020-09-25,373
"RJ2",2020-09-26,271
"RJ2",2020-09-27,219
"RJ2",2020-09-28,374
"RJ2",2020-09-29,413
"RJ2",2020-09-30,410
"RJ2",2020-10-01,431
"RJ2",2020-10-02,400
"RJ2",2020-10-03,285
"RJ2",2020-10-04,248
"RJ2",2020-10-05,445
"RJ2",2020-10-06,407
"RJ2",2020-10-07,442
"RJ2",2020-10-08,408
"RJ2",2020-10-09,419
"RJ2",2020-10-10,294
"RJ2",2020-10-11,240
"RJ2",2020-10-12,419
"RJ2",2020-10-13,434
"RJ2",2020-10-14,442
"RJ2",2020-10-15,444
"RJ2",2020-10-16,404
"RJ2",2020-10-17,275
"RJ2",2020-10-18,276
"RJ2",2020-10-19,454
"RJ2",2020-10-20,413
"RJ2",2020-10-21,438
"RJ2",2020-10-22,416
"RJ2",2020-10-23,411
"RJ2",2020-10-24,283
"RJ2",2020-10-25,258
"RJ2",2020-10-26,388
"RJ2",2020-10-27,407
"RJ2",2020-10-28,422
"RJ2",2020-10-29,436
"RJ2",2020-10-30,365
"RJ2",2020-10-31,270
"RJ2",2020-11-01,249
"RJ2",2020-11-02,438
"RJ2",2020-11-03,410
"RJ2",2020-11-04,417
"RJ2",2020-11-05,393
"RJ2",2020-11-06,421
"RJ2",2020-11-07,293
"RJ2",2020-11-08,238
"RJ2",2020-11-09,421
"RJ2",2020-11-10,420
"RJ2",2020-11-11,444
"RJ2",2020-11-12,440
"RJ2",2020-11-13,448
"RJ2",2020-11-14,233
"RJ2",2020-11-15,253
"RJ2",2020-11-16,428
"RJ2",2020-11-17,376
"RJ2",2020-11-18,425
"RJ2",2020-11-19,443
"RJ2",2020-11-20,449
"RJ2",2020-11-21,286
"RJ2",2020-11-22,278
"RJ2",2020-11-23,415
"RJ2",2020-11-24,421
"RJ2",2020-11-25,433
"RJ2",2020-11-26,396
"RJ2",2020-11-27,431
"RJ2",2020-11-28,273
"RJ2",2020-11-29,247
"RJ2",2020-11-30,391
"RJ2",2020-12-01,400
"RJ2",2020-12-02,409
"RJ2",2020-12-03,386
"RJ2",2020-12-04,412
"RJ2",2020-12-05,311
"RJ2",2020-12-06,278
"RJ2",2020-12-07,385
"RJ2",2020-12-08,363
"RJ2",2020-12-09,469
"RJ2",2020-12-10,385
"RJ2",2020-12-11,424
"RJ2",2020-12-12,291
"RJ2",2020-12-13,222
"RJ2",2020-12-14,392
"RJ2",2020-12-15,324
"RJ2",2020-12-16,348
"RJ2",2020-12-17,383
"RJ2",2020-12-18,386
"RJ2",2020-12-19,293
"RJ2",2020-12-20,215
"RJ2",2020-12-21,319
"RJ2",2020-12-22,314
"RJ2",2020-12-23,328
"RJ2",2020-12-24,272
"RJ2",2020-12-25,137
"RJ2",2020-12-26,210
"RJ2",2020-12-27,213
"RJ2",2020-12-28,223
"RJ2",2020-12-29,311
"RJ2",2020-12-30,318
"RJ2",2020-12-31,270
"RJ2",2021-01-01,210
"RJ2",2021-01-02,200
"RJ2",2021-01-03,192
"RJ2",2021-01-04,280
"RJ2",2021-01-05,279
"RJ2",2021-01-06,324
"RJ2",2021-01-07,306
"RJ2",2021-01-08,304
"RJ2",2021-01-09,225
"RJ2",2021-01-10,186
"RJ2",2021-01-11,274
"RJ2",2021-01-12,281
"RJ2",2021-01-13,324
"RJ2",2021-01-14,325
"RJ2",2021-01-15,284
"RJ2",2021-01-16,195
"RJ2",2021-01-17,191
"RJ2",2021-01-18,289
"RJ2",2021-01-19,293
"RJ2",2021-01-20,320
"RJ2",2021-01-21,324
"RJ2",2021-01-22,315
"RJ2",2021-01-23,199
"RJ2",2021-01-24,164
"RJ2",2021-01-25,267
"RJ2",2021-01-26,319
"RJ2",2021-01-27,326
"RJ2",2021-01-28,310
"RJ2",2021-01-29,317
"RJ2",2021-01-30,216
"RJ2",2021-01-31,187
"RJ2",2021-02-01,295
"RJ2",2021-02-02,328
"RJ2",2021-02-03,305
"RJ2",2021-02-04,332
"RJ2",2021-02-05,298
"RJ2",2021-02-06,233
"RJ2",2021-02-07,200
"RJ2",2021-02-08,327
"RJ2",2021-02-09,332
"RJ2",2021-02-10,339
"RJ2",2021-02-11,358
"RJ2",2021-02-12,350
"RJ2",2021-02-13,242
"RJ2",2021-02-14,209
"RJ2",2021-02-15,363
"RJ2",2021-02-16,356
"RJ2",2021-02-17,375
"RJ6",2020-06-11,110
"RJ6",2020-06-12,124
"RJ6",2020-06-13,55
"RJ6",2020-06-14,82
"RJ6",2020-06-15,123
"RJ6",2020-06-16,119
"RJ6",2020-06-17,123
"RJ6",2020-06-18,122
"RJ6",2020-06-19,122
"RJ6",2020-06-20,78
"RJ6",2020-06-21,50
"RJ6",2020-06-22,119
"RJ6",2020-06-23,131
"RJ6",2020-06-24,138
"RJ6",2020-06-25,137
"RJ6",2020-06-26,134
"RJ6",2020-06-27,78
"RJ6",2020-06-28,69
"RJ6",2020-06-29,110
"RJ6",2020-06-30,140
"RJ6",2020-07-01,122
"RJ6",2020-07-02,109
"RJ6",2020-07-03,107
"RJ6",2020-07-04,60
"RJ6",2020-07-05,67
"RJ6",2020-07-06,115
"RJ6",2020-07-07,127
"RJ6",2020-07-08,148
"RJ6",2020-07-09,144
"RJ6",2020-07-10,122
"RJ6",2020-07-11,70
"RJ6",2020-07-12,53
"RJ6",2020-07-13,129
"RJ6",2020-07-14,169
"RJ6",2020-07-15,135
"RJ6",2020-07-16,137
"RJ6",2020-07-17,144
"RJ6",2020-07-18,56
"RJ6",2020-07-19,55
"RJ6",2020-07-20,116
"RJ6",2020-07-21,148
"RJ6",2020-07-22,135
"RJ6",2020-07-23,147
"RJ6",2020-07-24,154
"RJ6",2020-07-25,68
"RJ6",2020-07-26,61
"RJ6",2020-07-27,158
"RJ6",2020-07-28,149
"RJ6",2020-07-29,139
"RJ6",2020-07-30,169
"RJ6",2020-07-31,166
"RJ6",2020-08-01,73
"RJ6",2020-08-02,52
"RJ6",2020-08-03,161
"RJ6",2020-08-04,155
"RJ6",2020-08-05,140
"RJ6",2020-08-06,157
"RJ6",2020-08-07,173
"RJ6",2020-08-08,57
"RJ6",2020-08-09,82
"RJ6",2020-08-10,181
"RJ6",2020-08-11,180
"RJ6",2020-08-12,185
"RJ6",2020-08-13,167
"RJ6",2020-08-14,195
"RJ6",2020-08-15,83
"RJ6",2020-08-16,67
"RJ6",2020-08-17,177
"RJ6",2020-08-18,155
"RJ6",2020-08-19,151
"RJ6",2020-08-20,175
"RJ6",2020-08-21,201
"RJ6",2020-08-22,119
"RJ6",2020-08-23,40
"RJ6",2020-08-24,194
"RJ6",2020-08-25,180
"RJ6",2020-08-26,183
"RJ6",2020-08-27,163
"RJ6",2020-08-28,152
"RJ6",2020-08-29,95
"RJ6",2020-08-30,85
"RJ6",2020-08-31,82
"RJ6",2020-09-01,179
"RJ6",2020-09-02,161
"RJ6",2020-09-03,173
"RJ6",2020-09-04,168
"RJ6",2020-09-05,110
"RJ6",2020-09-06,76
"RJ6",2020-09-07,187
"RJ6",2020-09-08,215
"RJ6",2020-09-09,207
"RJ6",2020-09-10,201
"RJ6",2020-09-11,183
"RJ6",2020-09-12,87
"RJ6",2020-09-13,82
"RJ6",2020-09-14,208
"RJ6",2020-09-15,202
"RJ6",2020-09-16,204
"RJ6",2020-09-17,190
"RJ6",2020-09-18,195
"RJ6",2020-09-19,102
"RJ6",2020-09-20,68
"RJ6",2020-09-21,214
"RJ6",2020-09-22,204
"RJ6",2020-09-23,199
"RJ6",2020-09-24,167
"RJ6",2020-09-25,185
"RJ6",2020-09-26,115
"RJ6",2020-09-27,90
"RJ6",2020-09-28,207
"RJ6",2020-09-29,178
"RJ6",2020-09-30,190
"RJ6",2020-10-01,200
"RJ6",2020-10-02,204
"RJ6",2020-10-03,130
"RJ6",2020-10-04,82
"RJ6",2020-10-05,187
"RJ6",2020-10-06,204
"RJ6",2020-10-07,213
"RJ6",2020-10-08,182
"RJ6",2020-10-09,204
"RJ6",2020-10-10,109
"RJ6",2020-10-11,69
"RJ6",2020-10-12,183
"RJ6",2020-10-13,171
"RJ6",2020-10-14,196
"RJ6",2020-10-15,167
"RJ6",2020-10-16,209
"RJ6",2020-10-17,112
"RJ6",2020-10-18,99
"RJ6",2020-10-19,210
"RJ6",2020-10-20,200
"RJ6",2020-10-21,192
"RJ6",2020-10-22,179
"RJ6",2020-10-23,168
"RJ6",2020-10-24,103
"RJ6",2020-10-25,121
"RJ6",2020-10-26,195
"RJ6",2020-10-27,184
"RJ6",2020-10-28,201
"RJ6",2020-10-29,169
"RJ6",2020-10-30,190
"RJ6",2020-10-31,117
"RJ6",2020-11-01,101
"RJ6",2020-11-02,203
"RJ6",2020-11-03,217
"RJ6",2020-11-04,196
"RJ6",2020-11-05,182
"RJ6",2020-11-06,178
"RJ6",2020-11-07,94
"RJ6",2020-11-08,76
"RJ6",2020-11-09,196
"RJ6",2020-11-10,206
"RJ6",2020-11-11,207
"RJ6",2020-11-12,189
"RJ6",2020-11-13,184
"RJ6",2020-11-14,110
"RJ6",2020-11-15,96
"RJ6",2020-11-16,136
"RJ6",2020-11-17,201
"RJ6",2020-11-18,199
"RJ6",2020-11-19,188
"RJ6",2020-11-20,176
"RJ6",2020-11-21,120
"RJ6",2020-11-22,89
"RJ6",2020-11-23,181
"RJ6",2020-11-24,164
"RJ6",2020-11-25,196
"RJ6",2020-11-26,178
"RJ6",2020-11-27,187
"RJ6",2020-11-28,127
"RJ6",2020-11-29,73
"RJ6",2020-11-30,177
"RJ6",2020-12-01,198
"RJ6",2020-12-02,199
"RJ6",2020-12-03,164
"RJ6",2020-12-04,172
"RJ6",2020-12-05,87
"RJ6",2020-12-06,53
"RJ6",2020-12-07,176
"RJ6",2020-12-08,197
"RJ6",2020-12-09,201
"RJ6",2020-12-10,175
"RJ6",2020-12-11,200
"RJ6",2020-12-12,113
"RJ6",2020-12-13,60
"RJ6",2020-12-14,175
"RJ6",2020-12-15,150
"RJ6",2020-12-16,188
"RJ6",2020-12-17,184
"RJ6",2020-12-18,166
"RJ6",2020-12-19,107
"RJ6",2020-12-20,74
"RJ6",2020-12-21,164
"RJ6",2020-12-22,161
"RJ6",2020-12-23,155
"RJ6",2020-12-24,121
"RJ6",2020-12-25,49
"RJ6",2020-12-26,65
"RJ6",2020-12-27,82
"RJ6",2020-12-28,84
"RJ6",2020-12-29,148
"RJ6",2020-12-30,148
"RJ6",2020-12-31,126
"RJ6",2021-01-01,72
"RJ6",2021-01-02,76
"RJ6",2021-01-03,77
"RJ6",2021-01-04,163
"RJ6",2021-01-05,169
"RJ6",2021-01-06,179
"RJ6",2021-01-07,158
"RJ6",2021-01-08,167
"RJ6",2021-01-09,97
"RJ6",2021-01-10,66
"RJ6",2021-01-11,154
"RJ6",2021-01-12,179
"RJ6",2021-01-13,156
"RJ6",2021-01-14,124
"RJ6",2021-01-15,152
"RJ6",2021-01-16,114
"RJ6",2021-01-17,71
"RJ6",2021-01-18,157
"RJ6",2021-01-19,178
"RJ6",2021-01-20,129
"RJ6",2021-01-21,154
"RJ6",2021-01-22,148
"RJ6",2021-01-23,102
"RJ6",2021-01-24,94
"RJ6",2021-01-25,154
"RJ6",2021-01-26,202
"RJ6",2021-01-27,167
"RJ6",2021-01-28,176
"RJ6",2021-01-29,157
"RJ6",2021-01-30,126
"RJ6",2021-01-31,80
"RJ6",2021-02-01,183
"RJ6",2021-02-02,166
"RJ6",2021-02-03,155
"RJ6",2021-02-04,140
"RJ6",2021-02-05,163
"RJ6",2021-02-06,111
"RJ6",2021-02-07,64
"RJ6",2021-02-08,174
"RJ6",2021-02-09,187
"RJ6",2021-02-10,165
"RJ6",2021-02-11,161
"RJ6",2021-02-12,181
"RJ6",2021-02-13,92
"RJ6",2021-02-14,80
"RJ6",2021-02-15,182
"RJ6",2021-02-16,180
"RJ6",2021-02-17,180
"RJ7",2020-06-11,332
"RJ7",2020-06-12,372
"RJ7",2020-06-13,160
"RJ7",2020-06-14,148
"RJ7",2020-06-15,377
"RJ7",2020-06-16,370
"RJ7",2020-06-17,386
"RJ7",2020-06-18,378
"RJ7",2020-06-19,348
"RJ7",2020-06-20,134
"RJ7",2020-06-21,129
"RJ7",2020-06-22,353
"RJ7",2020-06-23,330
"RJ7",2020-06-24,404
"RJ7",2020-06-25,392
"RJ7",2020-06-26,412
"RJ7",2020-06-27,173
"RJ7",2020-06-28,165
"RJ7",2020-06-29,412
"RJ7",2020-06-30,375
"RJ7",2020-07-01,397
"RJ7",2020-07-02,407
"RJ7",2020-07-03,388
"RJ7",2020-07-04,186
"RJ7",2020-07-05,149
"RJ7",2020-07-06,395
"RJ7",2020-07-07,397
"RJ7",2020-07-08,397
"RJ7",2020-07-09,392
"RJ7",2020-07-10,363
"RJ7",2020-07-11,197
"RJ7",2020-07-12,144
"RJ7",2020-07-13,436
"RJ7",2020-07-14,429
"RJ7",2020-07-15,406
"RJ7",2020-07-16,447
"RJ7",2020-07-17,420
"RJ7",2020-07-18,166
"RJ7",2020-07-19,160
"RJ7",2020-07-20,387
"RJ7",2020-07-21,426
"RJ7",2020-07-22,389
"RJ7",2020-07-23,426
"RJ7",2020-07-24,434
"RJ7",2020-07-25,192
"RJ7",2020-07-26,146
"RJ7",2020-07-27,454
"RJ7",2020-07-28,441
"RJ7",2020-07-29,396
"RJ7",2020-07-30,445
"RJ7",2020-07-31,402
"RJ7",2020-08-01,165
"RJ7",2020-08-02,136
"RJ7",2020-08-03,482
"RJ7",2020-08-04,429
"RJ7",2020-08-05,416
"RJ7",2020-08-06,458
"RJ7",2020-08-07,471
"RJ7",2020-08-08,168
"RJ7",2020-08-09,171
"RJ7",2020-08-10,476
"RJ7",2020-08-11,431
"RJ7",2020-08-12,409
"RJ7",2020-08-13,506
"RJ7",2020-08-14,458
"RJ7",2020-08-15,182
"RJ7",2020-08-16,167
"RJ7",2020-08-17,433
"RJ7",2020-08-18,448
"RJ7",2020-08-19,450
"RJ7",2020-08-20,443
"RJ7",2020-08-21,489
"RJ7",2020-08-22,183
"RJ7",2020-08-23,146
"RJ7",2020-08-24,471
"RJ7",2020-08-25,461
"RJ7",2020-08-26,439
"RJ7",2020-08-27,455
"RJ7",2020-08-28,440
"RJ7",2020-08-29,143
"RJ7",2020-08-30,154
"RJ7",2020-08-31,168
"RJ7",2020-09-01,476
"RJ7",2020-09-02,450
"RJ7",2020-09-03,462
"RJ7",2020-09-04,534
"RJ7",2020-09-05,184
"RJ7",2020-09-06,182
"RJ7",2020-09-07,493
"RJ7",2020-09-08,419
"RJ7",2020-09-09,417
"RJ7",2020-09-10,501
"RJ7",2020-09-11,480
"RJ7",2020-09-12,207
"RJ7",2020-09-13,182
"RJ7",2020-09-14,513
"RJ7",2020-09-15,459
"RJ7",2020-09-16,462
"RJ7",2020-09-17,486
"RJ7",2020-09-18,484
"RJ7",2020-09-19,203
"RJ7",2020-09-20,174
"RJ7",2020-09-21,478
"RJ7",2020-09-22,463
"RJ7",2020-09-23,434
"RJ7",2020-09-24,497
"RJ7",2020-09-25,491
"RJ7",2020-09-26,181
"RJ7",2020-09-27,165
"RJ7",2020-09-28,502
"RJ7",2020-09-29,486
"RJ7",2020-09-30,501
"RJ7",2020-10-01,563
"RJ7",2020-10-02,467
"RJ7",2020-10-03,179
"RJ7",2020-10-04,147
"RJ7",2020-10-05,531
"RJ7",2020-10-06,490
"RJ7",2020-10-07,462
"RJ7",2020-10-08,507
"RJ7",2020-10-09,511
"RJ7",2020-10-10,195
"RJ7",2020-10-11,167
"RJ7",2020-10-12,541
"RJ7",2020-10-13,475
"RJ7",2020-10-14,508
"RJ7",2020-10-15,548
"RJ7",2020-10-16,450
"RJ7",2020-10-17,199
"RJ7",2020-10-18,161
"RJ7",2020-10-19,525
"RJ7",2020-10-20,486
"RJ7",2020-10-21,473
"RJ7",2020-10-22,571
"RJ7",2020-10-23,466
"RJ7",2020-10-24,190
"RJ7",2020-10-25,168
"RJ7",2020-10-26,491
"RJ7",2020-10-27,528
"RJ7",2020-10-28,485
"RJ7",2020-10-29,530
"RJ7",2020-10-30,483
"RJ7",2020-10-31,198
"RJ7",2020-11-01,151
"RJ7",2020-11-02,531
"RJ7",2020-11-03,478
"RJ7",2020-11-04,453
"RJ7",2020-11-05,541
"RJ7",2020-11-06,470
"RJ7",2020-11-07,231
"RJ7",2020-11-08,157
"RJ7",2020-11-09,579
"RJ7",2020-11-10,502
"RJ7",2020-11-11,490
"RJ7",2020-11-12,531
"RJ7",2020-11-13,493
"RJ7",2020-11-14,210
"RJ7",2020-11-15,137
"RJ7",2020-11-16,561
"RJ7",2020-11-17,487
"RJ7",2020-11-18,499
"RJ7",2020-11-19,524
"RJ7",2020-11-20,409
"RJ7",2020-11-21,176
"RJ7",2020-11-22,124
"RJ7",2020-11-23,487
"RJ7",2020-11-24,455
"RJ7",2020-11-25,469
"RJ7",2020-11-26,519
"RJ7",2020-11-27,474
"RJ7",2020-11-28,197
"RJ7",2020-11-29,157
"RJ7",2020-11-30,530
"RJ7",2020-12-01,459
"RJ7",2020-12-02,509
"RJ7",2020-12-03,521
"RJ7",2020-12-04,479
"RJ7",2020-12-05,203
"RJ7",2020-12-06,166
"RJ7",2020-12-07,515
"RJ7",2020-12-08,511
"RJ7",2020-12-09,448
"RJ7",2020-12-10,456
